pert_id,pert_dose,det_plate,BROAD_CPD_ID,CPD_NAME,CPD_TYPE,CPD_SMILES,pert_id_dose,pert_sample_dose,pert_type,control_type,moa,Compound_Category
BRD-K46678324-001-03-7,50.0,PAC001_U2OS_6H_X1_B1_UNI4445L,BRD-K46678324,RHO-kinase inhibitor II,BIO,Clc1cc(Cl)c(NC(=O)Nc2ccncc2)c(Cl)c1,BRD-K46678324_50.0,BRD-K46678324-001-03-7_50.0,trt,,rho associated kinase inhibitor,rho associated kinase inhibitor
BRD-K67860401-001-02-3,16.2,PAC001_U2OS_6H_X1_B1_UNI4445L,BRD-K67860401,GSK-3beta inhibitor VIII,BIO,COc1ccc(CNC(=O)Nc2ncc(s2)[N+]([O-])=O)cc1,BRD-K67860401_16.2,BRD-K67860401-001-02-3_16.2,trt,,glycogen synthase kinase inhibitor,CDK inhibitor
BRD-K68336408-001-03-4,15.8,PAC001_U2OS_6H_X1_B1_UNI4445L,BRD-K68336408,tyrphostin AG-1478,BIO,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,BRD-K68336408_15.8,BRD-K68336408-001-03-4_15.8,trt,,EGFR inhibitor,EGFR inhibitor
BRD-K72703948-001-01-0,10.0,PAC001_U2OS_6H_X1_B1_UNI4445L,BRD-K72703948,BRD-K72703948,BIO,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,BRD-K72703948_10.0,BRD-K72703948-001-01-0_10.0,trt,,Aurora kinase inhibitor,Aurora kinase inhibitor
BRD-K62008436-001-03-1,2.34218,PAC001_U2OS_6H_X1_B1_UNI4445L,BRD-K62008436,paclitaxel,BIO,CC(=O)O[C@@H]1C2=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)c3ccccc3)[C@@H]3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)OC(C)=O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)c1ccccc1)c1ccccc1,BRD-K62008436_2.34,BRD-K62008436-001-03-1_2.34,trt,,tubulin polymerization inhibitor,tubulin polymerization inhibitor
BRD-K62810658-001-05-6,18.707,PAC001_U2OS_6H_X1_B1_UNI4445L,BRD-K62810658,PD 98059,BIO,COc1cccc(-c2cc(=O)c3ccccc3o2)c1N,BRD-K62810658_18.71,BRD-K62810658-001-05-6_18.71,trt,,MEK inhibitor,MEK inhibitor
BRD-K63430059-001-03-2,10.0,PAC001_U2OS_6H_X1_B1_UNI4445L,BRD-K63430059,methoxsalen,BIO,COc1c2occc2cc2ccc(=O)oc12,BRD-K63430059_10.0,BRD-K63430059-001-03-2_10.0,trt,,DNA synthesis inhibitor,DNA inhibitor
BRD-K64862097-001-03-9,5.31263,PAC001_U2OS_6H_X1_B1_UNI4445L,BRD-K64862097,fluorometholone,BIO,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(C)=O)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]2(C)C=CC(=O)C=C12,BRD-K64862097_5.31,BRD-K64862097-001-03-9_5.31,trt,,glucocorticoid receptor agonist,glucocorticoid receptor agonist
BRD-K71726959-001-05-9,15.3188,PAC001_U2OS_6H_X1_B1_UNI4445L,BRD-K71726959,N9-isopropylolomoucine,BIO,CC(C)n1cnc2c(NCc3ccccc3)nc(NCCO)nc12,BRD-K71726959_15.32,BRD-K71726959-001-05-9_15.32,trt,,CDK inhibitor,CDK inhibitor
BRD-K72726508-001-01-3,10.0,PAC001_U2OS_6H_X1_B1_UNI4445L,BRD-K72726508,BRD-K72726508,BIO,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,BRD-K72726508_10.0,BRD-K72726508-001-01-3_10.0,trt,,CDK inhibitor,CDK inhibitor
BRD-K76617868-001-02-2,10.0,PAC001_U2OS_6H_X1_B1_UNI4445L,BRD-K76617868,fasudil,BIO,O=S(=O)(N1CCCNCC1)c1cccc2cnccc12,BRD-K76617868_10.0,BRD-K76617868-001-02-2_10.0,trt,,rho associated kinase inhibitor,rho associated kinase inhibitor
BRD-K77554836-001-03-3,5.07056,PAC001_U2OS_6H_X1_B1_UNI4445L,BRD-K77554836,triamcinolone,BIO,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,BRD-K77554836_5.07,BRD-K77554836-001-03-3_5.07,trt,,glucocorticoid receptor agonist,glucocorticoid receptor agonist
BRD-K61496577-001-03-8,4.87268,PAC001_U2OS_6H_X1_B1_UNI4445R,BRD-K61496577,flumetasone,BIO,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,BRD-K61496577_4.87,BRD-K61496577-001-03-8_4.87,trt,,glucocorticoid receptor agonist,glucocorticoid receptor agonist
BRD-K61590534-001-01-4,10.0,PAC001_U2OS_6H_X1_B1_UNI4445R,BRD-K61590534,tyrphostin 63,BIO,Oc1ccc(CC(C#N)C#N)cc1,BRD-K61590534_10.0,BRD-K61590534-001-01-4_10.0,trt,,EGFR inhibitor,EGFR inhibitor
BRD-K62310379-001-03-0,3.99544,PAC001_U2OS_6H_X1_B1_UNI4445R,BRD-K62310379,fluticasone propionate,BIO,CCC(=O)O[C@@]1([C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)SCF,BRD-K62310379_4.0,BRD-K62310379-001-03-0_4.0,trt,,glucocorticoid receptor agonist,glucocorticoid receptor agonist
BRD-K62607865-001-03-0,4.59313,PAC001_U2OS_6H_X1_B1_UNI4445R,BRD-K62607865,aztreonam,BIO,C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\c2csc(N)n2)C(=O)N1S(O)(=O)=O,BRD-K62607865_4.59,BRD-K62607865-001-03-0_4.59,trt,,bacterial cell wall synthesis inhibitor,bacterial cell wall synthesis inhibitor
BRD-K67043667-001-04-1,9.51115,PAC001_U2OS_6H_X1_B1_UNI4445R,BRD-K67043667,altretamine,BIO,CN(C)c1nc(nc(n1)N(C)C)N(C)C,BRD-K67043667_9.51,BRD-K67043667-001-04-1_9.51,trt,,DNA synthesis inhibitor,DNA inhibitor
BRD-K67102207-236-01-0,10.0,PAC001_U2OS_6H_X1_B1_UNI4445R,BRD-K67102207,sodium phenylbutyrate,BIO,OC(=O)CCCc1ccccc1,BRD-K67102207_10.0,BRD-K67102207-236-01-0_10.0,trt,,HDAC inhibitor,HDAC inhibitor
BRD-K71799778-001-02-2,10.0,PAC001_U2OS_6H_X1_B1_UNI4445R,BRD-K71799778,BML-259,BIO,CC(C)c1cnc(NC(=O)Cc2ccccc2)s1,BRD-K71799778_10.0,BRD-K71799778-001-02-2_10.0,trt,,CDK inhibitor,CDK inhibitor
BRD-K71860425-001-01-1,10.0,PAC001_U2OS_6H_X1_B1_UNI4445R,BRD-K71860425,Cdk2/5 inhibitor,BIO,Nc1cc(Nc2ccc(cc2)S(N)(=O)=O)ncn1,BRD-K71860425_10.0,BRD-K71860425-001-01-1_10.0,trt,,CDK inhibitor,CDK inhibitor
BRD-K76805682-001-05-0,10.0,PAC001_U2OS_6H_X1_B1_UNI4445R,BRD-K76805682,SB-415286,BIO,Oc1ccc(NC2=C(C(=O)NC2=O)c2ccccc2[N+]([O-])=O)cc1Cl,BRD-K76805682_10.0,BRD-K76805682-001-05-0_10.0,trt,,glycogen synthase kinase inhibitor,CDK inhibitor
BRD-K76927775-001-04-3,10.0,PAC001_U2OS_6H_X1_B1_UNI4445R,BRD-K76927775,nitrofurantoin,BIO,[O-][N+](=O)c1ccc(\C=N\N2CC(=O)NC2=O)o1,BRD-K76927775_10.0,BRD-K76927775-001-04-3_10.0,trt,,DNA inhibitor,DNA inhibitor
BRD-K77133231-001-01-1,10.0,PAC001_U2OS_6H_X1_B1_UNI4445R,BRD-K77133231,PD169316,BIO,[O-][N+](=O)c1ccc(cc1)-c1nc(c([nH]1)-c1ccncc1)-c1ccc(F)cc1,BRD-K77133231_10.0,BRD-K77133231-001-01-1_10.0,trt,,p38 MAPK inhibitor,MAPK inhibitor
BRD-K77793136-003-01-4,10.0,PAC001_U2OS_6H_X1_B1_UNI4445R,BRD-K77793136,hydroxyfasudil,BIO,Oc1nccc2c(cccc12)S(=O)(=O)N1CCCNCC1,BRD-K77793136_10.0,BRD-K77793136-003-01-4_10.0,trt,,rho associated kinase inhibitor,rho associated kinase inhibitor
BRD-K78113049-001-04-8,10.0,PAC001_U2OS_6H_X1_B1_UNI4445R,BRD-K78113049,enoxacin,BIO,CCn1cc(C(O)=O)c(=O)c2cc(F)c(nc12)N1CCNCC1,BRD-K78113049_10.0,BRD-K78113049-001-04-8_10.0,trt,,topoisomerase inhibitor,DNA inhibitor
BRD-K46678324-001-03-7,50.0,PAC001_U2OS_6H_X2_B1_UNI4445L,BRD-K46678324,RHO-kinase inhibitor II,BIO,Clc1cc(Cl)c(NC(=O)Nc2ccncc2)c(Cl)c1,BRD-K46678324_50.0,BRD-K46678324-001-03-7_50.0,trt,,rho associated kinase inhibitor,rho associated kinase inhibitor
BRD-K67860401-001-02-3,16.2,PAC001_U2OS_6H_X2_B1_UNI4445L,BRD-K67860401,GSK-3beta inhibitor VIII,BIO,COc1ccc(CNC(=O)Nc2ncc(s2)[N+]([O-])=O)cc1,BRD-K67860401_16.2,BRD-K67860401-001-02-3_16.2,trt,,glycogen synthase kinase inhibitor,CDK inhibitor
BRD-K68336408-001-03-4,15.8,PAC001_U2OS_6H_X2_B1_UNI4445L,BRD-K68336408,tyrphostin AG-1478,BIO,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,BRD-K68336408_15.8,BRD-K68336408-001-03-4_15.8,trt,,EGFR inhibitor,EGFR inhibitor
BRD-K72703948-001-01-0,10.0,PAC001_U2OS_6H_X2_B1_UNI4445L,BRD-K72703948,BRD-K72703948,BIO,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,BRD-K72703948_10.0,BRD-K72703948-001-01-0_10.0,trt,,Aurora kinase inhibitor,Aurora kinase inhibitor
BRD-K62008436-001-03-1,2.34218,PAC001_U2OS_6H_X2_B1_UNI4445L,BRD-K62008436,paclitaxel,BIO,CC(=O)O[C@@H]1C2=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)c3ccccc3)[C@@H]3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)OC(C)=O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)c1ccccc1)c1ccccc1,BRD-K62008436_2.34,BRD-K62008436-001-03-1_2.34,trt,,tubulin polymerization inhibitor,tubulin polymerization inhibitor
BRD-K62810658-001-05-6,18.707,PAC001_U2OS_6H_X2_B1_UNI4445L,BRD-K62810658,PD 98059,BIO,COc1cccc(-c2cc(=O)c3ccccc3o2)c1N,BRD-K62810658_18.71,BRD-K62810658-001-05-6_18.71,trt,,MEK inhibitor,MEK inhibitor
BRD-K63430059-001-03-2,10.0,PAC001_U2OS_6H_X2_B1_UNI4445L,BRD-K63430059,methoxsalen,BIO,COc1c2occc2cc2ccc(=O)oc12,BRD-K63430059_10.0,BRD-K63430059-001-03-2_10.0,trt,,DNA synthesis inhibitor,DNA inhibitor
BRD-K64862097-001-03-9,5.31263,PAC001_U2OS_6H_X2_B1_UNI4445L,BRD-K64862097,fluorometholone,BIO,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(C)=O)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]2(C)C=CC(=O)C=C12,BRD-K64862097_5.31,BRD-K64862097-001-03-9_5.31,trt,,glucocorticoid receptor agonist,glucocorticoid receptor agonist
BRD-K71726959-001-05-9,15.3188,PAC001_U2OS_6H_X2_B1_UNI4445L,BRD-K71726959,N9-isopropylolomoucine,BIO,CC(C)n1cnc2c(NCc3ccccc3)nc(NCCO)nc12,BRD-K71726959_15.32,BRD-K71726959-001-05-9_15.32,trt,,CDK inhibitor,CDK inhibitor
BRD-K72726508-001-01-3,10.0,PAC001_U2OS_6H_X2_B1_UNI4445L,BRD-K72726508,BRD-K72726508,BIO,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,BRD-K72726508_10.0,BRD-K72726508-001-01-3_10.0,trt,,CDK inhibitor,CDK inhibitor
BRD-K76617868-001-02-2,10.0,PAC001_U2OS_6H_X2_B1_UNI4445L,BRD-K76617868,fasudil,BIO,O=S(=O)(N1CCCNCC1)c1cccc2cnccc12,BRD-K76617868_10.0,BRD-K76617868-001-02-2_10.0,trt,,rho associated kinase inhibitor,rho associated kinase inhibitor
BRD-K77554836-001-03-3,5.07056,PAC001_U2OS_6H_X2_B1_UNI4445L,BRD-K77554836,triamcinolone,BIO,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,BRD-K77554836_5.07,BRD-K77554836-001-03-3_5.07,trt,,glucocorticoid receptor agonist,glucocorticoid receptor agonist
BRD-K61496577-001-03-8,4.87268,PAC001_U2OS_6H_X2_B1_UNI4445R,BRD-K61496577,flumetasone,BIO,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,BRD-K61496577_4.87,BRD-K61496577-001-03-8_4.87,trt,,glucocorticoid receptor agonist,glucocorticoid receptor agonist
BRD-K61590534-001-01-4,10.0,PAC001_U2OS_6H_X2_B1_UNI4445R,BRD-K61590534,tyrphostin 63,BIO,Oc1ccc(CC(C#N)C#N)cc1,BRD-K61590534_10.0,BRD-K61590534-001-01-4_10.0,trt,,EGFR inhibitor,EGFR inhibitor
BRD-K62310379-001-03-0,3.99544,PAC001_U2OS_6H_X2_B1_UNI4445R,BRD-K62310379,fluticasone propionate,BIO,CCC(=O)O[C@@]1([C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)SCF,BRD-K62310379_4.0,BRD-K62310379-001-03-0_4.0,trt,,glucocorticoid receptor agonist,glucocorticoid receptor agonist
BRD-K67043667-001-04-1,9.51115,PAC001_U2OS_6H_X2_B1_UNI4445R,BRD-K67043667,altretamine,BIO,CN(C)c1nc(nc(n1)N(C)C)N(C)C,BRD-K67043667_9.51,BRD-K67043667-001-04-1_9.51,trt,,DNA synthesis inhibitor,DNA inhibitor
BRD-K67102207-236-01-0,10.0,PAC001_U2OS_6H_X2_B1_UNI4445R,BRD-K67102207,sodium phenylbutyrate,BIO,OC(=O)CCCc1ccccc1,BRD-K67102207_10.0,BRD-K67102207-236-01-0_10.0,trt,,HDAC inhibitor,HDAC inhibitor
BRD-K71799778-001-02-2,10.0,PAC001_U2OS_6H_X2_B1_UNI4445R,BRD-K71799778,BML-259,BIO,CC(C)c1cnc(NC(=O)Cc2ccccc2)s1,BRD-K71799778_10.0,BRD-K71799778-001-02-2_10.0,trt,,CDK inhibitor,CDK inhibitor
BRD-K71860425-001-01-1,10.0,PAC001_U2OS_6H_X2_B1_UNI4445R,BRD-K71860425,Cdk2/5 inhibitor,BIO,Nc1cc(Nc2ccc(cc2)S(N)(=O)=O)ncn1,BRD-K71860425_10.0,BRD-K71860425-001-01-1_10.0,trt,,CDK inhibitor,CDK inhibitor
BRD-K76805682-001-05-0,10.0,PAC001_U2OS_6H_X2_B1_UNI4445R,BRD-K76805682,SB-415286,BIO,Oc1ccc(NC2=C(C(=O)NC2=O)c2ccccc2[N+]([O-])=O)cc1Cl,BRD-K76805682_10.0,BRD-K76805682-001-05-0_10.0,trt,,glycogen synthase kinase inhibitor,CDK inhibitor
BRD-K76927775-001-04-3,10.0,PAC001_U2OS_6H_X2_B1_UNI4445R,BRD-K76927775,nitrofurantoin,BIO,[O-][N+](=O)c1ccc(\C=N\N2CC(=O)NC2=O)o1,BRD-K76927775_10.0,BRD-K76927775-001-04-3_10.0,trt,,DNA inhibitor,DNA inhibitor
BRD-K77133231-001-01-1,10.0,PAC001_U2OS_6H_X2_B1_UNI4445R,BRD-K77133231,PD169316,BIO,[O-][N+](=O)c1ccc(cc1)-c1nc(c([nH]1)-c1ccncc1)-c1ccc(F)cc1,BRD-K77133231_10.0,BRD-K77133231-001-01-1_10.0,trt,,p38 MAPK inhibitor,MAPK inhibitor
BRD-K77793136-003-01-4,10.0,PAC001_U2OS_6H_X2_B1_UNI4445R,BRD-K77793136,hydroxyfasudil,BIO,Oc1nccc2c(cccc12)S(=O)(=O)N1CCCNCC1,BRD-K77793136_10.0,BRD-K77793136-003-01-4_10.0,trt,,rho associated kinase inhibitor,rho associated kinase inhibitor
BRD-K78113049-001-04-8,10.0,PAC001_U2OS_6H_X2_B1_UNI4445R,BRD-K78113049,enoxacin,BIO,CCn1cc(C(O)=O)c(=O)c2cc(F)c(nc12)N1CCNCC1,BRD-K78113049_10.0,BRD-K78113049-001-04-8_10.0,trt,,topoisomerase inhibitor,DNA inhibitor
BRD-K42452249-001-01-7,10.0,PAC002_U2OS_6H_X1_B1_UNI4445L,BRD-K42452249,BRD-K42452249,BIO,Cc1ccccc1C(=O)c1ccc(Nc2ccc(Br)cc2N)cc1Cl,BRD-K42452249_10.0,BRD-K42452249-001-01-7_10.0,trt,,p38 MAPK inhibitor,MAPK inhibitor
BRD-K43736954-001-03-3,5.54871,PAC002_U2OS_6H_X1_B1_UNI4445L,BRD-K43736954,cortisone,BIO,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,BRD-K43736954_5.55,BRD-K43736954-001-03-3_5.55,trt,,glucocorticoid receptor agonist,glucocorticoid receptor agonist
BRD-K43796186-001-01-1,10.0,PAC002_U2OS_6H_X1_B1_UNI4445L,BRD-K43796186,BRD-K43796186,BIO,C(Nc1ncnc2ccccc12)c1ccccc1,BRD-K43796186_10.0,BRD-K43796186-001-01-1_10.0,trt,,EGFR inhibitor,EGFR inhibitor
BRD-K44084986-001-03-9,20.2154,PAC002_U2OS_6H_X1_B1_UNI4445L,BRD-K44084986,Y27632,BIO,C[C@@H](N)[C@H]1CC[C@@H](CC1)C(=O)Nc1ccncc1,BRD-K44084986_20.22,BRD-K44084986-001-03-9_20.22,trt,,rho associated kinase inhibitor,rho associated kinase inhibitor
BRD-K47635719-001-03-9,4.60302,PAC002_U2OS_6H_X1_B1_UNI4445L,BRD-K47635719,dexamethasone acetate,BIO,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O,BRD-K47635719_4.6,BRD-K47635719-001-03-9_4.6,trt,,glucocorticoid receptor agonist,glucocorticoid receptor agonist
BRD-K50836978-001-01-7,10.0,PAC002_U2OS_6H_X1_B1_UNI4445L,BRD-K50836978,purvalanol A,BIO,CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1,BRD-K50836978_10.0,BRD-K50836978-001-01-7_10.0,trt,,CDK inhibitor,CDK inhibitor
BRD-K52020312-001-04-5,10.0,PAC002_U2OS_6H_X1_B1_UNI4445L,BRD-K52020312,metronidazole,BIO,Cc1ncc(n1CCO)[N+]([O-])=O,BRD-K52020312_10.0,BRD-K52020312-001-04-5_10.0,trt,,DNA inhibitor,DNA inhibitor
BRD-K52313696-001-01-6,10.0,PAC002_U2OS_6H_X1_B1_UNI4445L,BRD-K52313696,tacedinaline,BIO,CC(=O)Nc1ccc(cc1)C(=O)Nc1ccccc1N,BRD-K52313696_10.0,BRD-K52313696-001-01-6_10.0,trt,,HDAC inhibitor,HDAC inhibitor
BRD-K54330070-001-05-5,15.0901,PAC002_U2OS_6H_X1_B1_UNI4445L,BRD-K54330070,SB-202190,BIO,Oc1ccc(cc1)-c1nc(c([nH]1)-c1ccncc1)-c1ccc(F)cc1,BRD-K54330070_15.09,BRD-K54330070-001-05-5_15.09,trt,,p38 MAPK inhibitor,MAPK inhibitor
BRD-K47105409-001-05-3,16.9892,PAC002_U2OS_6H_X1_B1_UNI4445R,BRD-K47105409,tyrphostin B42,BIO,Oc1ccc(cc1O)\C=C(/C#N)C(=O)NCc1ccccc1,BRD-K47105409_16.99,BRD-K47105409-001-05-3_16.99,trt,,JAK inhibitor,JAK inhibitor
BRD-K47943470-001-02-8,10.0,PAC002_U2OS_6H_X1_B1_UNI4445R,BRD-K47943470,tyrphostin 51,BIO,NC(=C(C#N)C#N)C(\C#N)=C\c1cc(O)c(O)c(O)c1,BRD-K47943470_10.0,BRD-K47943470-001-02-8_10.0,trt,,EGFR inhibitor,EGFR inhibitor
BRD-K49294207-300-01-2,10.0,PAC002_U2OS_6H_X1_B1_UNI4445R,BRD-K49294207,BRD-K49294207,BIO,CCN(CC)CC1CCN(CC1)c1ncc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,BRD-K49294207_10.0,BRD-K49294207-300-01-2_10.0,trt,,EGFR inhibitor,EGFR inhibitor
BRD-K49448285-001-01-3,10.0,PAC002_U2OS_6H_X1_B1_UNI4445R,BRD-K49448285,bisindolylmaleimide IV,BIO,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,BRD-K49448285_10.0,BRD-K49448285-001-01-3_10.0,trt,,CDK inhibitor,CDK inhibitor
BRD-K51318897-001-04-7,6.6812,PAC002_U2OS_6H_X1_B1_UNI4445R,BRD-K51318897,fenbendazole,BIO,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,BRD-K51318897_6.68,BRD-K51318897-001-04-7_6.68,trt,,tubulin polymerization inhibitor,tubulin polymerization inhibitor
BRD-K52662033-001-02-6,21.3368,PAC002_U2OS_6H_X1_B1_UNI4445R,BRD-K52662033,lidocaine,BIO,CCN(CC)CC(=O)Nc1c(C)cccc1C,BRD-K52662033_21.34,BRD-K52662033-001-02-6_21.34,trt,,histamine receptor agonist,histamine receptor agonist
BRD-K52850071-001-01-2,10.0,PAC002_U2OS_6H_X1_B1_UNI4445R,BRD-K52850071,WHI-P154,BIO,OCc1cc2ncnc(Nc3ccc(O)c(Br)c3)c2cc1CO,BRD-K52850071_10.0,BRD-K52850071-001-01-2_10.0,trt,,JAK inhibitor,JAK inhibitor
BRD-K54095730-001-01-5,10.0,PAC002_U2OS_6H_X1_B1_UNI4445R,BRD-K54095730,BRD-K54095730,BIO,Oc1ccc(NC(=O)CCCc2ccc(cc2)-c2ccccc2F)cc1,BRD-K54095730_10.0,BRD-K54095730-001-01-5_10.0,trt,,p38 MAPK inhibitor,MAPK inhibitor
BRD-K54790157-001-03-1,10.0,PAC002_U2OS_6H_X1_B1_UNI4445R,BRD-K54790157,trioxysalen,BIO,Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,BRD-K54790157_10.0,BRD-K54790157-001-03-1_10.0,trt,,DNA synthesis inhibitor,DNA inhibitor
BRD-K57886322-001-03-4,4.04429,PAC002_U2OS_6H_X1_B1_UNI4445R,BRD-K57886322,fluocinonide,BIO,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C,BRD-K57886322_4.04,BRD-K57886322-001-03-4_4.04,trt,,glucocorticoid receptor agonist,glucocorticoid receptor agonist
BRD-K59184148-001-04-2,10.0,PAC002_U2OS_6H_X1_B1_UNI4445R,BRD-K59184148,BRD-K59184148,BIO,Cn1cc(C2=C(C(=O)NC2=O)c2ccc(Cl)cc2Cl)c2ccccc12,BRD-K59184148_10.0,BRD-K59184148-001-04-2_10.0,trt,,glycogen synthase kinase inhibitor,CDK inhibitor
